InvoiceNo,StockCode,ProductName,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,TotalPrice,DiscountAmount,PriceAfterDiscount,Revenue,EstimatedCost,Profit,ProfitMargin,InvoiceYear
322129,Sku_1724,Notebook,23,2022-01-02,36.31,47424.0,Italy,0.17,Bank Transfer,9.26,Stationery,Online,Not Returned,Royal Mail,Paris,Low,835.1300000000001,141.97210000000004,693.1579,702.4179,501.07800000000003,201.3399,28.66,2022
681612,Sku_1101,Headphones,36,2022-01-02,50.75,68559.0,Sweden,0.42,Paypall,28.77,Electronics,In-Store,Not Returned,Dhl,Amsterdam,High,1827.0,767.3399999999999,1059.66,1088.43,1096.2,-7.769999999999982,-0.71,2022
988640,Sku_1677,White Mug,49,2022-01-02,42.92,92165.0,France,0.36,Credit Card,10.52,Home & Kitchen,In-Store,Not Returned,Fedex,London,High,2103.08,757.1088,1345.9712,1356.4912,1261.848,94.64319999999998,6.98,2022
700243,Sku_1001,White Mug,12,2022-01-02,5.5,93763.0,Australia,0.39,Paypall,29.95,Home & Kitchen,In-Store,Not Returned,Ups,Berlin,Low,66.0,25.740000000000002,40.26,70.21,39.599999999999994,30.61,43.6,2022
247748,Sku_1713,Backpack,18,2022-01-02,54.47,90471.0,Portugal,0.23,Credit Card,7.32,Accessories,In-Store,Not Returned,Fedex,Amsterdam,High,980.46,225.50580000000002,754.9542,762.2742000000001,588.276,173.9982000000001,22.83,2022
194791,Sku_1489,Wireless Mouse,26,2022-01-02,47.91,63743.0,Sweden,0.19,Credit Card,22.32,Electronics,Online,Not Returned,Dhl,Paris,High,1245.6599999999999,236.67539999999997,1008.9845999999999,1031.3046,747.396,283.9086,27.53,2022
786874,Sku_1840,Wall Clock,30,2022-01-02,45.9,82562.0,Italy,0.34,Paypall,7.71,Home Decor,Online,Not Returned,Royal Mail,Rome,Medium,1377.0,468.18,908.8199999999999,916.53,826.1999999999999,90.33000000000004,9.86,2022
995150,Sku_1694,Headphones,28,2022-01-02,54.07,93377.0,Netherlands,0.49,Paypall,22.64,Electronics,Online,Not Returned,Fedex,Berlin,Medium,1513.96,741.8404,772.1196,794.7596,908.376,-113.6164,-14.3,2022
646938,Sku_1770,Blue Pen,42,2022-01-02,83.16,17191.0,Germany,0.18,Bank Transfer,14.89,Stationery,Online,Not Returned,Dhl,Berlin,Medium,3492.72,628.6895999999999,2864.0303999999996,2878.9203999999995,2095.6319999999996,783.2883999999999,27.21,2022
450434,Sku_1833,Wireless Mouse,12,2022-01-02,34.87,19856.0,Italy,0.21,Bank Transfer,19.04,Electronics,Online,Not Returned,Ups,London,Medium,418.43999999999994,87.87239999999998,330.56759999999997,349.6076,251.06399999999996,98.54360000000003,28.19,2022
177701,Sku_1739,Desk Lamp,8,2022-01-02,47.82,28318.0,Norway,0.47,Paypall,18.43,Furniture,In-Store,Not Returned,Ups,Rome,Low,382.56,179.8032,202.7568,221.1868,229.536,-8.349199999999996,-3.77,2022
897115,Sku_1199,Notebook,33,2022-01-02,89.02,46751.0,Sweden,0.03,Paypall,14.51,Stationery,Online,Not Returned,Dhl,Berlin,High,2937.66,88.12979999999999,2849.5301999999997,2864.0402,1762.596,1101.4442,38.46,2022
329164,Sku_1968,Office Chair,14,2022-01-02,91.62,95970.0,Germany,0.24,Bank Transfer,21.88,Furniture,In-Store,Returned,Fedex,Rome,High,1282.68,307.8432,974.8368,996.7168,769.6080000000001,227.10879999999997,22.79,2022
553035,Sku_1025,Desk Lamp,1,2022-01-03,84.24,94337.0,Italy,0.1,Credit Card,10.71,Furniture,Online,Not Returned,Dhl,Rome,High,84.24,8.424,75.816,86.52600000000001,50.544,35.98200000000001,41.59,2022
705266,Sku_1993,Backpack,1,2022-01-03,71.54,95773.0,Spain,0.13,Credit Card,5.49,Accessories,Online,Not Returned,Royal Mail,Rome,Low,71.54,9.3002,62.2398,67.7298,42.924,24.805799999999998,36.62,2022
629148,Sku_1943,T-Shirt,27,2022-01-03,96.5,59480.0,Sweden,0.23,Credit Card,18.21,Accessories,Online,Not Returned,Dhl,Amsterdam,High,2605.5,599.265,2006.2350000000001,2024.4450000000002,1563.3,461.1450000000002,22.78,2022
759089,Sku_1349,Wireless Mouse,34,2022-01-03,85.33,21737.0,United Kingdom,0.31,Credit Card,14.74,Electronics,In-Store,Not Returned,Royal Mail,Amsterdam,Low,2901.22,899.3781999999999,2001.8418,2016.5818,1740.732,275.84979999999996,13.68,2022
655639,Sku_1101,T-Shirt,8,2022-01-03,88.55,87886.0,Australia,0.12,Paypall,27.96,Apparel,In-Store,Not Returned,Fedex,Berlin,Low,708.4,85.008,623.3919999999999,651.352,425.03999999999996,226.312,34.74,2022
605920,Sku_1647,T-Shirt,10,2022-01-03,9.82,12982.0,United Kingdom,0.29,Credit Card,20.47,Electronics,Online,Not Returned,Ups,Berlin,Low,98.2,28.477999999999998,69.72200000000001,90.19200000000001,58.92,31.272000000000006,34.67,2022
424888,Sku_1962,Office Chair,20,2022-01-03,9.63,28482.0,Spain,0.18,Credit Card,5.32,Furniture,In-Store,Not Returned,Dhl,Amsterdam,High,192.60000000000002,34.668,157.93200000000002,163.252,115.56,47.69200000000001,29.21,2022
779706,Sku_1330,Desk Lamp,37,2022-01-03,64.61,86434.0,Portugal,0.29,Paypall,10.9,Furniture,Online,Not Returned,Royal Mail,Berlin,High,2390.57,693.2653,1697.3047000000001,1708.2047000000002,1434.3419999999999,273.86270000000036,16.03,2022
960587,Sku_1856,White Mug,1,2022-01-03,88.01,59110.0,United States,0.07,Paypall,27.1,Home & Kitchen,In-Store,Not Returned,Royal Mail,Paris,High,88.01,6.160700000000001,81.8493,108.9493,52.806000000000004,56.14329999999999,51.53,2022
221449,Sku_1371,Usb Cable,30,2022-01-03,17.07,24708.0,Netherlands,0.47,Bank Transfer,18.22,Accessories,In-Store,Not Returned,Royal Mail,Amsterdam,Medium,512.1,240.68699999999998,271.413,289.63300000000004,307.26,-17.626999999999953,-6.09,2022
700988,Sku_1196,Headphones,25,2022-01-03,34.71,52358.0,United Kingdom,0.31,Paypall,28.18,Electronics,Online,Not Returned,Ups,Berlin,Low,867.75,269.0025,598.7475,626.9274999999999,520.65,106.27749999999992,16.95,2022
859774,Sku_1509,Notebook,30,2022-01-03,96.45,40509.0,Portugal,0.02,Bank Transfer,9.77,Stationery,In-Store,Not Returned,Royal Mail,London,High,2893.5,57.870000000000005,2835.63,2845.4,1736.1,1109.3000000000002,38.99,2022
893387,Sku_1971,Usb Cable,26,2022-01-03,65.62,11351.0,United States,0.34,Credit Card,5.2,Accessories,Online,Not Returned,Dhl,London,Low,1706.1200000000001,580.0808000000001,1126.0392000000002,1131.2392000000002,1023.672,107.56720000000018,9.51,2022
357571,Sku_1029,Notebook,18,2022-01-03,64.3,69982.0,Belgium,0.29,Paypall,9.41,Stationery,Online,Not Returned,Royal Mail,Berlin,Medium,1157.3999999999999,335.64599999999996,821.7539999999999,831.1639999999999,694.4399999999999,136.72399999999993,16.45,2022
563506,Sku_1922,Wireless Mouse,10,2022-01-03,61.72,99439.0,France,0.21,Paypall,14.89,Electronics,Online,Not Returned,Ups,Paris,Low,617.2,129.612,487.5880000000001,502.47800000000007,370.31999999999994,132.15800000000013,26.3,2022
537509,Sku_1298,Notebook,7,2022-01-03,68.22,16691.0,France,0.27,Paypall,12.56,Stationery,Online,Not Returned,Royal Mail,Berlin,Medium,477.53999999999996,128.9358,348.6042,361.1642,286.52399999999994,74.64020000000005,20.67,2022
816696,Sku_1132,White Mug,10,2022-01-03,16.03,90927.0,Spain,0.32,Credit Card,17.84,Home & Kitchen,Online,Not Returned,Royal Mail,Amsterdam,Medium,160.3,51.29600000000001,109.004,126.84400000000001,96.18,30.664,24.17,2022
908094,Sku_1767,Wireless Mouse,6,2022-01-03,71.87,91682.0,Norway,0.19,Paypall,12.37,Electronics,Online,Not Returned,Dhl,Paris,Low,431.22,81.93180000000001,349.2882,361.6582,258.73199999999997,102.92620000000005,28.46,2022
630696,Sku_1531,Headphones,4,2022-01-03,8.22,47794.0,United Kingdom,0.5,Credit Card,24.98,Electronics,Online,Not Returned,Royal Mail,London,Low,32.88,16.44,16.44,41.42,19.728,21.692,52.37,2022
795763,Sku_1307,Desk Lamp,40,2022-01-03,24.93,65780.0,Portugal,0.12,Bank Transfer,29.04,Furniture,Online,Not Returned,Dhl,London,Low,997.2,119.664,877.5360000000001,906.576,598.3199999999999,308.2560000000001,34.0,2022
563002,Sku_1898,Blue Pen,26,2022-01-03,53.01,55141.0,France,0.13,Bank Transfer,16.04,Stationery,Online,Not Returned,Fedex,Berlin,Medium,1378.26,179.1738,1199.0862,1215.1262,826.9559999999999,388.1702,31.94,2022
246444,Sku_1040,Blue Pen,41,2022-01-03,39.66,64537.0,France,0.08,Bank Transfer,19.53,Stationery,Online,Not Returned,Royal Mail,London,High,1626.06,130.0848,1495.9751999999999,1515.5051999999998,975.6359999999999,539.8692,35.62,2022
881608,Sku_1891,Wall Clock,27,2022-01-03,65.9,14720.0,Netherlands,0.16,Credit Card,9.92,Home Decor,Online,Not Returned,Dhl,Rome,Medium,1779.3000000000002,284.68800000000005,1494.612,1504.5320000000002,1067.58,436.9520000000002,29.04,2022
641567,Sku_1497,Backpack,32,2022-01-04,97.36,13436.0,Portugal,0.3,Bank Transfer,11.49,Accessories,Online,Not Returned,Royal Mail,Paris,Medium,3115.52,934.656,2180.864,2192.354,1869.312,323.0419999999999,14.73,2022
210401,Sku_1959,Backpack,6,2022-01-04,12.74,26135.0,Spain,0.42,Bank Transfer,20.9,Accessories,Online,Not Returned,Dhl,London,High,76.44,32.1048,44.3352,65.23519999999999,45.864000000000004,19.371199999999988,29.69,2022
326801,Sku_1875,Backpack,29,2022-01-04,13.71,39490.0,Portugal,0.07,Bank Transfer,13.68,Accessories,In-Store,Not Returned,Dhl,Berlin,High,397.59000000000003,27.831300000000006,369.75870000000003,383.43870000000004,238.55400000000003,144.8847,37.79,2022
871668,Sku_1963,Blue Pen,39,2022-01-04,34.2,49425.0,France,0.18,Paypall,11.97,Stationery,Online,Not Returned,Dhl,Rome,Low,1333.8000000000002,240.08400000000003,1093.7160000000001,1105.6860000000001,800.28,305.4060000000002,27.62,2022
978836,Sku_1966,Desk Lamp,31,2022-01-04,66.15,97466.0,Norway,0.29,Bank Transfer,7.22,Furniture,In-Store,Not Returned,Dhl,Berlin,Medium,2050.65,594.6885,1455.9615000000001,1463.1815000000001,1230.39,232.79150000000004,15.91,2022
269259,Sku_1663,T-Shirt,36,2022-01-04,73.19,44811.0,France,0.36,Bank Transfer,13.67,Electronics,Online,Not Returned,Ups,Amsterdam,Low,2634.84,948.5424,1686.2976,1699.9676000000002,1580.9039999999998,119.0636000000004,7.0,2022
347145,Sku_1307,Backpack,37,2022-01-04,77.37,43390.0,Australia,0.23,Bank Transfer,17.42,Accessories,In-Store,Not Returned,Ups,Paris,Medium,2862.69,658.4187000000001,2204.2713,2221.6913,1717.6140000000003,504.0772999999997,22.69,2022
410625,Sku_1458,Backpack,5,2022-01-04,44.1,72503.0,Germany,0.0,Bank Transfer,14.18,Accessories,In-Store,Not Returned,Ups,Amsterdam,High,220.5,0.0,220.5,234.68,132.3,102.38,43.63,2022
783835,Sku_1513,Office Chair,5,2022-01-04,30.46,60735.0,Norway,0.43,Bank Transfer,11.89,Furniture,In-Store,Not Returned,Ups,Rome,Medium,152.3,65.489,86.811,98.70100000000001,91.38,7.321000000000012,7.42,2022
144552,Sku_1502,T-Shirt,6,2022-01-04,70.54,28792.0,United States,0.48,Bank Transfer,14.27,Furniture,In-Store,Not Returned,Fedex,London,High,423.24,203.1552,220.0848,234.3548,253.94400000000002,-19.589200000000005,-8.36,2022
299041,Sku_1043,White Mug,20,2022-01-04,47.68,88671.0,Sweden,0.17,Credit Card,29.18,Home & Kitchen,Online,Not Returned,Dhl,Rome,Low,953.6,162.11200000000002,791.488,820.668,572.16,248.50800000000004,30.28,2022
307606,Sku_1040,Usb Cable,6,2022-01-04,98.15,28212.0,Belgium,0.21,Credit Card,26.24,Accessories,Online,Not Returned,Dhl,Berlin,Medium,588.9000000000001,123.66900000000001,465.2310000000001,491.4710000000001,353.34000000000003,138.13100000000009,28.11,2022
854965,Sku_1837,Office Chair,28,2022-01-04,29.09,81806.0,Spain,0.12,Paypall,20.96,Furniture,Online,Not Returned,Fedex,London,Medium,814.52,97.74239999999999,716.7776,737.7376,488.712,249.02560000000005,33.76,2022
886157,Sku_1262,White Mug,12,2022-01-04,45.9,37778.0,United Kingdom,0.12,Credit Card,17.31,Home & Kitchen,In-Store,Not Returned,Fedex,Berlin,Medium,550.8,66.09599999999999,484.70399999999995,502.01399999999995,330.48,171.53399999999993,34.17,2022
829846,Sku_1977,Usb Cable,14,2022-01-04,28.81,15639.0,United Kingdom,0.27,Paypall,6.39,Stationery,In-Store,Not Returned,Fedex,Paris,Medium,403.34,108.9018,294.4382,300.8282,242.00399999999996,58.82420000000002,19.55,2022
174474,Sku_1684,Wall Clock,32,2022-01-04,43.37,82543.0,United Kingdom,0.39,Credit Card,8.8,Home Decor,In-Store,Not Returned,Royal Mail,Amsterdam,Medium,1387.84,541.2576,846.5823999999999,855.3823999999998,832.704,22.678399999999897,2.65,2022
387312,Sku_1008,White Mug,36,2022-01-04,33.21,41722.0,Portugal,0.39,Bank Transfer,20.71,Home & Kitchen,Online,Not Returned,Ups,Amsterdam,High,1195.56,466.2684,729.2916,750.0016,717.3359999999999,32.665600000000154,4.36,2022
656387,Sku_1052,Notebook,22,2022-01-04,32.98,88294.0,Australia,0.22,Bank Transfer,7.88,Stationery,In-Store,Not Returned,Dhl,Paris,High,725.56,159.6232,565.9368,573.8168,435.3359999999999,138.48080000000004,24.13,2022
302252,Sku_1795,Notebook,30,2022-01-04,97.48,62786.0,Italy,0.06,Paypall,10.23,Stationery,Online,Not Returned,Royal Mail,Rome,Medium,2924.4,175.464,2748.936,2759.166,1754.6399999999999,1004.5260000000003,36.41,2022
864742,Sku_1127,Headphones,1,2022-01-04,61.06,70540.0,Spain,0.01,Bank Transfer,17.77,Electronics,In-Store,Not Returned,Ups,Paris,Low,61.06,0.6106,60.449400000000004,78.21940000000001,36.636,41.583400000000005,53.16,2022
678528,Sku_1963,Wireless Mouse,6,2022-01-04,1.48,96962.0,Australia,0.15,Credit Card,11.6,Electronics,Online,Returned,Royal Mail,Rome,High,8.879999999999999,1.3319999999999999,7.547999999999999,19.148,5.328,13.82,72.17,2022
436940,Sku_1643,Wall Clock,14,2022-01-05,89.4,82459.0,Italy,0.14,Bank Transfer,29.53,Home Decor,In-Store,Not Returned,Fedex,Paris,Low,1251.6000000000001,175.22400000000005,1076.3760000000002,1105.9060000000002,750.96,354.94600000000014,32.1,2022
941024,Sku_1524,T-Shirt,17,2022-01-05,61.18,87539.0,Germany,0.17,Credit Card,7.72,Accessories,Online,Not Returned,Royal Mail,Paris,High,1040.06,176.8102,863.2497999999999,870.9698,624.036,246.93380000000002,28.35,2022
885034,Sku_1731,Wireless Mouse,32,2022-01-05,28.67,72947.0,United States,0.01,Credit Card,20.04,Electronics,In-Store,Not Returned,Fedex,Berlin,Medium,917.44,9.1744,908.2656000000001,928.3056,550.464,377.84159999999997,40.7,2022
484325,Sku_1778,Office Chair,35,2022-01-05,29.82,61053.0,Norway,0.29,Bank Transfer,7.85,Furniture,Online,Not Returned,Dhl,Rome,High,1043.7,302.673,741.027,748.8770000000001,626.22,122.65700000000004,16.38,2022
193391,Sku_1794,T-Shirt,28,2023-01-01,15.16,77840.0,Australia,0.03,Bank Transfer,13.21,Furniture,Online,Not Returned,Dhl,Paris,High,424.48,12.7344,411.7456,424.9556,254.688,170.26760000000002,40.07,2023
398402,Sku_1090,Office Chair,39,2023-01-01,97.08,77665.0,France,0.4,Credit Card,7.96,Furniture,Online,Not Returned,Dhl,Berlin,Medium,3786.12,1514.448,2271.6719999999996,2279.6319999999996,2271.672,7.959999999999582,0.35,2023
836366,Sku_1808,T-Shirt,48,2023-01-01,30.95,41091.0,Belgium,0.42,Credit Card,16.8,Furniture,In-Store,Not Returned,Royal Mail,Amsterdam,Medium,1485.6,623.9519999999999,861.648,878.448,891.36,-12.912000000000035,-1.47,2023
280029,Sku_1373,Office Chair,6,2023-01-01,54.13,51213.0,Spain,0.44,Credit Card,11.78,Furniture,In-Store,Not Returned,Royal Mail,Rome,Low,324.78000000000003,142.90320000000003,181.8768,193.6568,194.868,-1.211199999999991,-0.63,2023
997898,Sku_1203,Wall Clock,45,2023-01-01,18.93,61335.0,United States,0.26,Paypall,23.51,Home Decor,In-Store,Not Returned,Fedex,Rome,Medium,851.85,221.48100000000002,630.369,653.879,511.10999999999996,142.76900000000006,21.83,2023
806691,Sku_1608,Wall Clock,12,2023-01-01,95.6,21058.0,United Kingdom,0.19,Bank Transfer,6.85,Home Decor,In-Store,Not Returned,Royal Mail,Rome,Medium,1147.1999999999998,217.96799999999996,929.2319999999999,936.0819999999999,688.3199999999999,247.76199999999994,26.47,2023
276752,Sku_1632,T-Shirt,14,2023-01-01,42.51,31633.0,Netherlands,0.33,Paypall,14.81,Furniture,Online,Not Returned,Fedex,Amsterdam,Medium,595.14,196.3962,398.74379999999996,413.55379999999997,357.08399999999995,56.46980000000002,13.65,2023
765522,Sku_1908,Notebook,39,2023-01-01,89.13,32573.0,Germany,0.44,Bank Transfer,22.68,Stationery,Online,Not Returned,Royal Mail,Paris,Medium,3476.0699999999997,1529.4707999999998,1946.5991999999999,1969.2792,2085.642,-116.36279999999988,-5.91,2023
325880,Sku_1116,Headphones,2,2023-01-01,46.39,13732.0,France,0.07,Bank Transfer,23.73,Electronics,In-Store,Not Returned,Royal Mail,Berlin,Low,92.78,6.494600000000001,86.2854,110.0154,55.668,54.3474,49.4,2023
471021,Sku_1065,T-Shirt,13,2023-01-01,82.9,28693.0,Netherlands,0.31,Bank Transfer,11.74,Apparel,In-Store,Not Returned,Fedex,Berlin,Low,1077.7,334.087,743.613,755.3530000000001,646.62,108.73300000000006,14.39,2023
373482,Sku_1130,Wall Clock,44,2023-01-01,22.44,26026.0,Norway,0.43,Bank Transfer,11.29,Home Decor,In-Store,Not Returned,Ups,Berlin,Medium,987.36,424.5648,562.7952,574.0852,592.416,-18.330800000000067,-3.19,2023
843192,Sku_1778,T-Shirt,19,2023-01-01,49.72,98181.0,Netherlands,0.05,Paypall,15.59,Accessories,In-Store,Not Returned,Ups,Berlin,Medium,944.68,47.234,897.4459999999999,913.036,566.808,346.22799999999995,37.92,2023
111675,Sku_1900,Usb Cable,34,2023-01-01,83.39,79342.0,Italy,0.02,Paypall,17.06,Furniture,In-Store,Not Returned,Fedex,London,Low,2835.26,56.705200000000005,2778.5548000000003,2795.6148000000003,1701.156,1094.4588000000003,39.15,2023
189606,Sku_1827,Headphones,9,2023-01-01,54.77,19622.0,France,0.07,Bank Transfer,19.68,Electronics,In-Store,Not Returned,Ups,Berlin,High,492.93,34.505100000000006,458.4249,478.1049,295.75800000000004,182.34689999999995,38.14,2023
382224,Sku_1385,Headphones,31,2023-01-01,57.23,69585.0,Australia,0.49,Paypall,6.92,Electronics,Online,Not Returned,Dhl,Paris,Medium,1774.1299999999999,869.3236999999999,904.8063,911.7262999999999,1064.4779999999998,-152.75169999999991,-16.75,2023
343747,Sku_1091,Blue Pen,15,2023-01-01,64.41,45912.0,Netherlands,0.37,Bank Transfer,15.8,Stationery,In-Store,Not Returned,Fedex,Paris,Medium,966.15,357.4755,608.6745,624.4744999999999,579.6899999999999,44.78449999999998,7.17,2023
348585,Sku_1076,Backpack,4,2023-01-01,5.96,86700.0,Italy,0.3,Paypall,7.93,Accessories,Online,Not Returned,Ups,Amsterdam,Medium,23.84,7.152,16.688,24.618,14.304,10.313999999999998,41.9,2023
376080,Sku_1749,Headphones,47,2023-01-01,3.59,12606.0,Italy,0.29,Paypall,17.14,Electronics,In-Store,Not Returned,Ups,Berlin,Low,168.73,48.93169999999999,119.7983,136.9383,101.238,35.7003,26.07,2023
110019,Sku_1251,White Mug,46,2023-01-01,16.0,28155.0,Sweden,0.37,Paypall,5.47,Home & Kitchen,Online,Returned,Fedex,London,High,736.0,272.32,463.68,469.15000000000003,441.59999999999997,27.550000000000068,5.87,2023
560498,Sku_1871,Office Chair,17,2023-01-01,72.05,49678.0,Belgium,0.0,Bank Transfer,15.24,Furniture,Online,Not Returned,Royal Mail,Amsterdam,High,1224.85,0.0,1224.85,1240.09,734.91,505.17999999999995,40.74,2023
450448,Sku_1319,Backpack,5,2023-01-02,12.73,15304.0,Spain,0.11,Credit Card,25.45,Accessories,Online,Not Returned,Ups,London,Low,63.650000000000006,7.001500000000001,56.648500000000006,82.0985,38.19,43.908500000000004,53.48,2023
829221,Sku_1652,White Mug,45,2023-01-02,63.08,19032.0,Italy,0.36,Bank Transfer,17.69,Home & Kitchen,Online,Not Returned,Ups,Amsterdam,High,2838.6,1021.896,1816.704,1834.394,1703.1599999999999,131.23400000000015,7.15,2023
104486,Sku_1053,Desk Lamp,39,2023-01-02,26.03,26183.0,Belgium,0.44,Bank Transfer,20.2,Furniture,In-Store,Not Returned,Fedex,Berlin,Medium,1015.1700000000001,446.67480000000006,568.4952000000001,588.6952000000001,609.102,-20.406799999999862,-3.47,2023
444165,Sku_1651,Wireless Mouse,33,2023-01-02,24.6,31585.0,United States,0.29,Credit Card,28.0,Electronics,In-Store,Not Returned,Royal Mail,Berlin,High,811.8000000000001,235.422,576.378,604.378,487.08,117.29800000000006,19.41,2023
835224,Sku_1657,Backpack,28,2023-01-02,58.71,79311.0,Germany,0.3,Bank Transfer,17.3,Accessories,In-Store,Not Returned,Royal Mail,Paris,High,1643.88,493.164,1150.7160000000001,1168.016,986.328,181.6880000000001,15.56,2023
742699,Sku_1785,Wall Clock,13,2023-01-02,84.04,16396.0,Norway,0.37,Bank Transfer,21.71,Home Decor,Online,Not Returned,Royal Mail,London,Medium,1092.52,404.2324,688.2876,709.9976,655.512,54.48560000000009,7.67,2023
774472,Sku_1144,Headphones,4,2023-01-02,73.16,28843.0,Australia,0.34,Bank Transfer,23.1,Electronics,Online,Not Returned,Royal Mail,Berlin,High,292.64,99.4976,193.14239999999998,216.24239999999998,175.58399999999997,40.6584,18.8,2023
610462,Sku_1085,White Mug,13,2023-01-02,82.8,53593.0,Netherlands,0.28,Paypall,8.64,Home & Kitchen,Online,Not Returned,Royal Mail,Paris,Medium,1076.3999999999999,301.392,775.0079999999998,783.6479999999998,645.84,137.80799999999977,17.59,2023
155998,Sku_1140,T-Shirt,28,2023-01-02,22.15,57108.0,United Kingdom,0.12,Paypall,7.1,Apparel,Online,Not Returned,Ups,Rome,Low,620.1999999999999,74.42399999999999,545.776,552.876,372.12,180.75599999999997,32.69,2023
209537,Sku_1044,Office Chair,45,2023-01-02,26.25,36243.0,Belgium,0.44,Bank Transfer,19.73,Furniture,Online,Not Returned,Dhl,Amsterdam,High,1181.25,519.75,661.5,681.23,708.75,-27.519999999999982,-4.04,2023
984248,Sku_1639,Backpack,35,2023-01-02,29.64,79199.0,Netherlands,0.43,Credit Card,19.89,Accessories,In-Store,Not Returned,Fedex,Rome,Medium,1037.4,446.08200000000005,591.318,611.208,622.4399999999999,-11.231999999999971,-1.84,2023
126576,Sku_1869,Wall Clock,40,2023-01-02,51.0,76000.0,United States,0.37,Bank Transfer,11.83,Home Decor,Online,Not Returned,Royal Mail,Berlin,High,2040.0,754.8,1285.2,1297.03,1224.0,73.02999999999997,5.63,2023
470208,Sku_1146,Blue Pen,9,2023-01-02,92.56,63932.0,Spain,0.49,Credit Card,22.0,Stationery,Online,Returned,Dhl,Amsterdam,High,833.04,408.1896,424.8504,446.8504,499.824,-52.97360000000003,-11.85,2023
181238,Sku_1983,Blue Pen,7,2023-01-02,64.03,62432.0,Australia,0.16,Bank Transfer,21.95,Stationery,In-Store,Not Returned,Royal Mail,Rome,Medium,448.21000000000004,71.71360000000001,376.4964,398.4464,268.926,129.5204,32.51,2023
315045,Sku_1658,Backpack,37,2023-01-02,32.49,49849.0,Belgium,0.42,Paypall,6.01,Accessories,Online,Not Returned,Fedex,Paris,Low,1202.13,504.8946,697.2354,703.2454,721.278,-18.032600000000002,-2.56,2023
225885,Sku_1020,Notebook,36,2023-01-02,19.7,56172.0,United Kingdom,0.19,Credit Card,14.79,Stationery,In-Store,Not Returned,Fedex,Paris,Low,709.1999999999999,134.748,574.452,589.242,425.5199999999999,163.72200000000004,27.79,2023
690017,Sku_1535,Desk Lamp,22,2023-01-02,80.33,17454.0,Italy,0.43,Bank Transfer,12.36,Furniture,Online,Not Returned,Fedex,Paris,High,1767.26,759.9218,1007.3382,1019.6982,1060.356,-40.65779999999995,-3.99,2023
190853,Sku_1157,Office Chair,3,2023-01-02,57.74,39110.0,Australia,0.19,Paypall,23.9,Furniture,In-Store,Not Returned,Fedex,London,Low,173.22,32.9118,140.3082,164.2082,103.93199999999999,60.27620000000002,36.71,2023
746280,Sku_1475,Blue Pen,8,2023-01-02,38.05,13641.0,Australia,0.15,Bank Transfer,20.32,Stationery,Online,Not Returned,Ups,Amsterdam,High,304.4,45.66,258.74,279.06,182.64,96.42000000000002,34.55,2023
849378,Sku_1047,Backpack,4,2023-01-02,50.26,15860.0,Belgium,0.25,Bank Transfer,15.4,Accessories,In-Store,Not Returned,Fedex,Paris,Low,201.04,50.26,150.78,166.18,120.624,45.55600000000001,27.41,2023
812686,Sku_1109,Notebook,42,2023-01-02,81.72,16333.0,United Kingdom,0.45,Bank Transfer,20.56,Stationery,In-Store,Not Returned,Royal Mail,Paris,Medium,3432.24,1544.508,1887.7319999999997,1908.2919999999997,2059.344,-151.05200000000036,-7.92,2023
439292,Sku_1570,Headphones,2,2023-01-03,66.56,80439.0,Portugal,0.33,Credit Card,9.01,Electronics,In-Store,Not Returned,Fedex,Amsterdam,Medium,133.12,43.9296,89.19040000000001,98.20040000000002,79.872,18.328400000000016,18.66,2023
905739,Sku_1997,Headphones,46,2023-01-03,16.39,10627.0,Germany,0.45,Paypall,11.31,Electronics,In-Store,Returned,Dhl,Rome,Medium,753.94,339.273,414.66700000000003,425.97700000000003,452.364,-26.386999999999944,-6.19,2023
422742,Sku_1528,Desk Lamp,40,2023-01-03,80.88,31409.0,Sweden,0.19,Bank Transfer,27.67,Furniture,In-Store,Not Returned,Dhl,Amsterdam,Medium,3235.2,614.688,2620.5119999999997,2648.182,1941.12,707.0619999999999,26.7,2023
512839,Sku_1303,White Mug,6,2023-01-03,52.23,70338.0,Norway,0.06,Credit Card,21.87,Home & Kitchen,In-Store,Not Returned,Ups,Rome,High,313.38,18.802799999999998,294.5772,316.4472,188.028,128.41920000000002,40.58,2023
775609,Sku_1481,Blue Pen,22,2023-01-03,56.24,18791.0,Portugal,0.1,Credit Card,28.42,Stationery,Online,Not Returned,Ups,Berlin,High,1237.28,123.72800000000001,1113.552,1141.972,742.3679999999999,399.60400000000004,34.99,2023
191810,Sku_1136,Backpack,17,2023-01-03,49.33,15659.0,Norway,0.29,Bank Transfer,11.18,Accessories,In-Store,Not Returned,Royal Mail,Amsterdam,High,838.61,243.1969,595.4131,606.5930999999999,503.166,103.42709999999994,17.05,2023
989302,Sku_1076,Wireless Mouse,10,2023-01-03,42.51,84835.0,United States,0.5,Credit Card,27.24,Electronics,In-Store,Returned,Fedex,Paris,High,425.09999999999997,212.54999999999998,212.54999999999998,239.79,255.05999999999997,-15.269999999999982,-6.37,2023
